id,authors,title,references,category,abstract,year,source
704.1551,Petros Wallden,Quantum Zeno Effect in the Decoherent Histories,"J. Phys.: Conf. Ser. 67, 012043 (2007).",quant-ph,"  The quantum Zeno effect arises due to frequent observation. That implies the
existence of some experimenter and its interaction with the system. In this
contribution, we examine what happens for a closed system if one considers a
quantum Zeno type of question, namely: ""what is the probability of a system,
remaining always in a particular subspace"". This has implications to the
arrival time problem that is also discussed. We employ the decoherent histories
approach to quantum theory, as this is the better developed formulation of
closed system quantum mechanics, and in particular, dealing with questions that
involve time in a non-trivial way. We get a very restrictive decoherence
condition, that implies that even if we do introduce an environment, there will
be very few cases that we can assign probabilities to these histories, but in
those cases, the quantum Zeno effect is still present.
",2007,arxiv
704.1553,"Ekaterina Juschenko, Stanislav Popovych",Matrix Ordered Operator Algebras,"Indiana University Math. Journal Volume 59 No. 3, 2009",math.OA math.FA math.RT,"  We study the question when for a given *-algebra $\mathcal{A}$ a sequence of
cones $C_n\in M_n(\mathcal{A})$ can be realized as cones of positive operators
in a faithful *-representation of $\mathcal{A}$ on a Hilbert space. A
characterization of operator algebras which are completely boundedly isomorphic
to $C\sp*$-algebras is presented.
",2010,arxiv
704.1554,"Etienne Blanchard, Randi Rohde, Mikael Rordam",Properly infinite C(X)-algebras and K_1-injectivity,"J. Noncommutative Geometry 2 (2008), no. 3, 263-282",math.OA,"  We investigate if a unital C(X)-algebra is properly infinite when all its
fibres are properly infinite. We show that this question can be rephrased in
several different ways, including the question if every unital properly
infinite C*-algebra is K_1-injective. We provide partial answers to these
questions, and we show that the general question on proper infiniteness of
C(X)-algebras can be reduced to establishing proper infiniteness of a specific
C([0,1])-algebra with properly infinite fibres.
",2010,arxiv
704.1555,"A. Tomoeda, K. Nishinari, D. Chowdhury and A. Schadschneider","An information-based traffic control in a public conveyance system:
  reduced clustering and enhanced efficiency",Physica A vol.384 (2007) pp.600-612,physics.soc-ph cond-mat.stat-mech,"  A new public conveyance model applicable to buses and trains is proposed in
this paper by using stochastic cellular automaton. We have found the optimal
density of vehicles, at which the average velocity becomes maximum,
significantly depends on the number of stops and passengers behavior of getting
on a vehicle at stops. The efficiency of the hail-and-ride system is also
discussed by comparing the different behavior of passengers. Moreover, we have
found that a big cluster of vehicles is divided into small clusters, by
incorporating information of the number of vehicles between successive stops.
",2007,arxiv
704.1565,M. Diehl,Vector meson production from a polarized nucleon,"JHEP0709:064,2007",hep-ph,"  We provide a framework to analyze the electroproduction process ep -> ep rho
with a polarized target, writing the angular distribution of the rho decay
products in terms of spin density matrix elements that parameterize the
hadronic subprocess gamma* p -> rho p. Using the helicity basis for both photon
and meson, we find a representation in which the expressions for a polarized
and unpolarized target are related by simple substitution rules.
",2008,arxiv
704.1567,Ragab M. Gad and A. Fouad,Energy and Momentum Distributions of Kantowski and Sachs Space-time,"Astrophys.SpaceSci.310:135-140,2007",gr-qc,"  We use the Einstein, Bergmann-Thomson, Landau-Lifshitz and Papapetrou
energy-momentum complexes to calculate the energy and momentum distributions of
Kantowski and Sachs space-time. We show that the Einstein and Bergmann-Thomson
definitions furnish a consistent result for the energy distribution, but the
definition of Landau-Lifshitz do not agree with them. We show that a signature
switch should affect about everything including energy distribution in the case
of Einstein and Papapetrou prescriptions but not in Bergmann-Thomson and
Landau-Lifshitz prescriptions.
",2008,arxiv
704.1568,Marco Frasca,Green functions and nonlinear systems: Short time expansion,"Int.J.Mod.Phys.A23:299-308,2008",hep-th hep-ph math-ph math.MP,"  We show that Green function methods can be straightforwardly applied to
nonlinear equations appearing as the leading order of a short time expansion.
Higher order corrections can be then computed giving a satisfactory agreement
with numerical results. The relevance of these results relies on the
possibility of fully exploiting a gradient expansion in both classical and
quantum field theory granting the existence of a strong coupling expansion.
Having a Green function in this regime in quantum field theory amounts to
obtain the corresponding spectrum of the theory.
",2008,arxiv
704.157,"John Southworth (1), Peter J. Wheatley (1), Giles Sams (1), ((1)
  University of Warwick, UK)","A method for the direct determination of the surface gravities of
  transiting extrasolar planets","Mon.Not.Roy.Astron.Soc.Lett.379:L11-L15,2007",astro-ph,"  We show that the surface gravity of a transiting extrasolar planet can be
calculated from only the spectroscopic orbit of its parent star and the
analysis of its transit light curve. This does not require additional
constraints, such as are often inferred from theoretical stellar models or
model atmospheres. The planet's surface gravity can therefore be measured
precisely and from only directly observable quantities. We outline the method
and apply it to the case of the first known transiting extrasolar planet, HD
209458b. We find a surface gravity of g_p = 9.28 +/- 0.15 m/s, which is an
order of magnitude more precise than the best available measurements of its
mass, radius and density. This confirms that the planet has a much lower
surface gravity that that predicted by published theoretical models of gas
giant planets. We apply our method to all fourteen known transiting extrasolar
planets and find a significant correlation between surface gravity and orbital
period, which is related to the known correlation between mass and period. This
correlation may be the underlying effect as surface gravity is a fundamental
parameter in the evaporation of planetary atmospheres.
",2009,arxiv
704.1571,"Philippe Gambette (LIAFA), St\'ephane Vialette (LRI)",On restrictions of balanced 2-interval graphs,"Dans Lecture Notes In Computer Science - 33rd International
  Workshop on Graph-Theoretic Concepts in Computer Science (WG'07), Dornburg :
  Allemagne (2007)",cs.DM q-bio.QM,"  The class of 2-interval graphs has been introduced for modelling scheduling
and allocation problems, and more recently for specific bioinformatic problems.
Some of those applications imply restrictions on the 2-interval graphs, and
justify the introduction of a hierarchy of subclasses of 2-interval graphs that
generalize line graphs: balanced 2-interval graphs, unit 2-interval graphs, and
(x,x)-interval graphs. We provide instances that show that all the inclusions
are strict. We extend the NP-completeness proof of recognizing 2-interval
graphs to the recognition of balanced 2-interval graphs. Finally we give hints
on the complexity of unit 2-interval graphs recognition, by studying
relationships with other graph classes: proper circular-arc, quasi-line graphs,
K_{1,5}-free graphs, ...
",2008,arxiv
704.1573,"Jiri Stepan, Veronique Bommier","Generalized sqrt(epsilon)-law. The role of unphysical source terms in
  resonance line polarization transfer and its importance as an additional test
  of NLTE radiative transfer codes","Astron.Astrophys.468:797-801,2007",astro-ph,"  Context. A derivation of a generalized sqrt(epsilon)-law for nonthermal
collisional rates of excitation by charged perturbers is presented. Aims. Aim
of this paper is to find a more general analytical expression for a surface
value of the source function which can be used as an addtional tool for
verification of the non-LTE radiative transfer codes. Methods. Under the impact
approximation hypothesis, static, one-dimensional, plane-parallel atmosphere,
constant magnetic field of arbitrary strength and direction, two-level atom
model with unpolarized lower level and stimulated emission neglected, we
introduce the unphysical terms into the equations of statistical equilibrium
and solve the appropriate non-LTE integral equations. Results. We derive a new
analytical condition for the surface values of the source function components
expressed in the basis of irreducible spherical tensors.
",2009,arxiv
704.1575,"P.Baldi, D.Marinucci, V.S.Varadarajan","On the characterization of isotropic Gaussian fields on homogeneous
  spaces of compact groups","Electronic Communications in Probability, 12, pp.291-302, (2007)",math.PR math.RT,"  Let T be a random field invariant under the action of a compact group G We
give conditions ensuring that independence of the random Fourier coefficients
is equivalent to Gaussianity. As a consequence, in general it is not possible
to simulate a non-Gaussian invariant random field through its Fourier expansion
using independent coefficients.
",2021,arxiv
704.1576,Ata Sarajedini and Conor L. Mancone,A Catalog of Star Cluster Candidates in M33,"Astron.J.134:447-456,2007",astro-ph,"  We present a new catalog of star cluster candidates in the nearby spiral
galaxy M33. It is based on eight existing catalogs wherein we have
cross-referenced identifications and endeavored to resolve inconsistencies
between them. Our catalog contains 451 candidates of which 255 are confirmed
clusters based on HST and high resolution ground-based imaging. The catalog
contains precise cluster positions (RA and Dec), magnitudes and colors in the
UBVRIJHKs filters, metallicities, radial velocities, masses and ages, where
available, and galactocentric distances for each cluster. The color
distribution of the M33 clusters appears to be similar to those in the Large
Magellanic Cloud with major peaks at (B-V)o~0.15, and (B-V)o~0.65. The
intrinsic colors are correlated with cluster ages, which range from 10^{7.5} to
10^{10.3} years. The age distribution of the star clusters supports the notion
of rapid cluster disruption with a slope of alpha=-1.09 +/- 0.07 in the
dN_{cluster}/dt ~ t^{alpha} relation. In addition, comparison to theoretical
single stellar population models suggests the presence of an age-metallicity
relation among these clusters with younger clusters being more metal-rich.
Analysis of the radial distribution of the clusters yields some evidence that
younger clusters (age <~ 1 Gyr) may be more concentrated toward the center of
M33 than older ones. A similar comparison with the radial profile of the M33
field stars shows the clusters to be more centrally concentrated at the greater
than 99.9% confidence level. Possible reasons for this are presented and
discussed; however, the overwhelming conclusion seems to be that a more
complete and thorough cluster search is needed covering at least 4 square
degrees centered on M33.
",2009,arxiv
704.1577,"V. A. Fedotov, M. Rose, S. L. Prosvirnin, N. Papasimakis and N. I.
  Zheludev","Sharp dark-mode resonances in planar metamaterials with broken
  structural symmetry","Phys. Rev. Lett. 99, 147401 (2007)",physics.optics,"  We report that resonant response with a very high quality factor can be
achieved in a planar metamaterial by introducing symmetry breaking in the shape
of its structural elements, which enables excitation of dark modes, i.e. modes
that are weakly coupled to free space.
",2010,arxiv
704.1578,"S.L.Casewell, P.D. Dobbie, S.T. Hodgkin, E. Moraux, R.F. Jameson, N.C.
  Hambly, J. Irwin, N Lodieu",Proper motion L and T dwarf candidate members of the Pleiades,"Mon.Not.Roy.Astron.Soc.378:1131-1140,2007",astro-ph,"  We present the results of a deep optical-near-infrared multi-epoch survey
covering 2.5 square degrees of the Pleiades open star cluster to search for new
very-low-mass brown dwarf members. A significant (~ 5 year) epoch difference
exists between the optical (CFH12k I-, Z-band) and near infrared (UKIRT WFCAM
J-band) observations. We construct I,I-Z and Z,Z-J colour magnitude diagrams to
select candidate cluster members. Proper motions are computed for all candidate
members and compared to the background field objects to further refine the
sample. We recover all known cluster members within the area of our survey. In
addition, we have discovered 9 new candidate brown dwarf cluster members. The 7
faintest candidates have red Z-J colours and show blue near-infrared colours.
These are consistent with being L and T-type Pleiads. Theoretical models
predict their masses to be around 11 Jupiter masses.
  There is 1 errata for this paper
",2009,arxiv
704.158,Gerardo Adesso and Marie Ericsson,"Optical implementation and entanglement distribution in Gaussian valence
  bond states","Optics & Spectroscopy 103, 178 (2007)",quant-ph cond-mat.other physics.optics,"  We study Gaussian valence bond states of continuous variable systems,
obtained as the outputs of projection operations from an ancillary space of M
infinitely entangled bonds connecting neighboring sites, applied at each of $N$
sites of an harmonic chain. The entanglement distribution in Gaussian valence
bond states can be controlled by varying the input amount of entanglement
engineered in a (2M+1)-mode Gaussian state known as the building block, which
is isomorphic to the projector applied at a given site. We show how this
mechanism can be interpreted in terms of multiple entanglement swapping from
the chain of ancillary bonds, through the building blocks. We provide optical
schemes to produce bisymmetric three-mode Gaussian building blocks (which
correspond to a single bond, M=1), and study the entanglement structure in the
output Gaussian valence bond states. The usefulness of such states for quantum
communication protocols with continuous variables, like telecloning and
teleportation networks, is finally discussed.
",2007,arxiv
704.1583,"C. Mendoza, M.J. Seaton, P. Buerger, A. Bellorin, M. Melendez, J.
  Gonzalez, L.S. Rodriguez, F. Delahaye, E. Palacios, A.K. Pradhan, C.J.
  Zeippen","OPserver: interactive online-computations of opacities and radiative
  accelerations","Mon.Not.Roy.Astron.Soc.378:1031-1035,2007",astro-ph,"  Codes to compute mean opacities and radiative accelerations for arbitrary
chemical mixtures using the Opacity Project recently revised data have been
restructured in a client--server architecture and transcribed as a subroutine
library. This implementation increases efficiency in stellar modelling where
element stratification due to diffusion processes is depth dependent, and thus
requires repeated fast opacity reestimates. Three user modes are provided to
fit different computing environments, namely a web browser, a local workstation
and a distributed grid.
",2009,arxiv
704.1584,"Hannes Leeb, Benedikt M. Poetscher","Can One Estimate The Unconditional Distribution of Post-Model-Selection
  Estimators?",Econometric Theory 24 (2008),math.ST stat.ME stat.TH,"  We consider the problem of estimating the unconditional distribution of a
post-model-selection estimator. The notion of a post-model-selection estimator
here refers to the combined procedure resulting from first selecting a model
(e.g., by a model selection criterion like AIC or by a hypothesis testing
procedure) and then estimating the parameters in the selected model (e.g., by
least-squares or maximum likelihood), all based on the same data set. We show
that it is impossible to estimate the unconditional distribution with
reasonable accuracy even asymptotically. In particular, we show that no
estimator for this distribution can be uniformly consistent (not even locally).
This follows as a corollary to (local) minimax lower bounds on the performance
of estimators for the distribution; performance is here measured by the
probability that the estimation error exceeds a given threshold. These lower
bounds are shown to approach 1/2 or even 1 in large samples, depending on the
situation considered. Similar impossibility results are also obtained for the
distribution of linear functions (e.g., predictors) of the post-model-selection
estimator.
",2007,arxiv
704.1586,N.C. Summers and F.M. Nunes,"Core excitation in the elastic scattering and breakup of $^{11}$Be on
  protons","Phys.Rev.C76:014611,2007; Erratum-ibid..C77:049901,2008",nucl-th,"  The elastic scattering and breakup of $^{11}$Be from a proton target at
intermediate energies is studied. We explore the role of core excitation in the
reaction mechanism. Comparison with the data suggests that there is still
missing physics in the description.
",2014,arxiv
704.1587,"Barbara J. Mattson, Kimberly A. Weaver and Christopher S. Reynolds",Possible X-ray diagnostic for jet/disk dominance in Type 1 AGN,"Astrophys.J.664:101-105,2007",astro-ph,"  Using Rossi X-ray Timing Explorer Seyfert 1 and 1.2 data spanning 9 years, we
study correlations between X-ray spectral features. The sample consists of 350
time-resolved spectra from 12 Seyfert 1 and 1.2 galaxies. Each spectrum is
fitted to a model with an intrinsic powerlaw X-ray spectrum produced close to
the central black hole that is reprocessed and absorbed by material around the
black hole. To test the robustness of our results, we performed Monte Carlo
simulations of the spectral sample. We find a complex relationship between the
iron line equivalent width (EW) and the underlying power law index (Gamma). The
data reveal a correlation between Gamma and EW which turns over at Gamma <~ 2,
but finds a weak anti-correlation for steeper photon indices. We propose that
this relationship is driven by dilution of a disk spectrum (which includes the
narrow iron line) by a beamed jet component and, hence, could be used as a
diagnostic of jet-dominance. In addition, our sample shows a strong correlation
between the reflection fraction (R) and Gamma, but we find that it is likely
the result of modeling degeneracies. We also see the X-ray Baldwin effect (an
anti-correlation between the 2-10 keV X-ray luminosity and EW) for the sample
as a whole, but not for the individual galaxies and galaxy types.
",2009,arxiv
704.1589,"Lazaros K. Gallos, Fredrik Liljeros, Panos Argyrakis, Armin Bunde, and
  Shlomo Havlin",Improving immunization strategies,"Phys. Rev. E 75, 045104(R) (2007)",physics.soc-ph,"  We introduce an immunization method where the percentage of required
vaccinations for immunity are close to the optimal value of a targeted
immunization scheme of highest degree nodes. Our strategy retains the advantage
of being purely local, without the need of knowledge on the global network
structure or identification of the highest degree nodes. The method consists of
selecting a random node and asking for a neighbor that has more links than
himself or more than a given threshold and immunizing him. We compare this
method to other efficient strategies on three real social networks and on a
scale-free network model, and find it to be significantly more effective.
",2009,arxiv
704.159,"Manuel Drees, Hoernisa Iminniyaz, Mitsuru Kakizaki",Constraints on the Very Early Universe from Thermal WIMP Dark Matter,"Phys.Rev.D76:103524,2007",hep-ph astro-ph,"  We investigate the relic density n_\chi of non-relativistic long-lived or
stable particles \chi in non-standard cosmological scenarios. We calculate the
relic abundance starting from arbitrary initial temperatures of the
radiation-dominated epoch, and derive the lower bound on the initial
temperature T_0 \geq m_\chi/23, assuming that thermally produced \chi particles
account for the dark matter energy density in the universe; this bound holds
for all \chi annihilation cross sections. We also investigate cosmological
scenarios with modified expansion rate. Even in this case an approximate
formula similar to the standard one is capable of predicting the final relic
abundance correctly. Choosing the \chi annihilation cross section such that the
observed cold dark matter abundance is reproduced in standard cosmology, we
constrain possible modifications of the expansion rate at T \sim m_\chi/20,
well before Big Bang nucleosynthesis.
",2008,arxiv
704.1591,Stefan Antusch,Flavour-Dependent Type II Leptogenesis,"Phys.Rev.D76:023512,2007",hep-ph,"  We reanalyse leptogenesis via the out-of-equilibrium decay of the lightest
right-handed neutrino in type II seesaw scenarios, taking into account
flavour-dependent effects. In the type II seesaw mechanism, in addition to the
type I seesaw contribution, an additional direct mass term for the light
neutrinos is present. We consider type II seesaw scenarios where this
additional contribution arises from the vacuum expectation value of a Higgs
triplet, and furthermore an effective model-independent approach. We
investigate bounds on the flavour-specific decay asymmetries, on the mass of
the lightest right-handed neutrino and on the reheat temperature of the early
universe, and compare them to the corresponding bounds in the type I seesaw
framework. We show that while flavour-dependent thermal type II leptogenesis
becomes more efficient for larger mass scale of the light neutrinos, and the
bounds become relaxed, the type I seesaw scenario for leptogenesis becomes more
constrained. We also argue that in general, flavour-dependent effects cannot be
ignored when dealing with leptogenesis in type II seesaw models.
",2008,arxiv
704.1594,"G. G. Dussel, S. Pittel, J. Dukelsky, and P. Sarriguren",Cooper pairs in atomic nuclei,"Phys.Rev.C76:011302,2007",nucl-th,"  We consider the development of Cooper pairs in a self-consistent Hartree Fock
mean field for the even Sm isotopes. Results are presented at the level of a
BCS treatment, a number-projected BCS treatment and an exact treatment using
the Richardson ansatz. While projected BCS captures much of the pairing
correlation energy that is absent from BCS, it still misses a sizable
correlation energy, typically of order $1 MeV$. Furthermore, because it does
not average over the properties of the fermion pairs, the exact Richardson
solution permits a more meaningful definition of the Cooper wave function and
of the fraction of pairs that are collective.
",2008,arxiv
704.1595,"Nicolas Besse (IRMA, CEA/DAM), Francis Filbet (IRMA), Michael Gutnic
  (IRMA), Ioana Paun (IRMA), Eric Sonnendr\""ucker (IRMA)","An adaptive numerical method for the Vlasov equation based on a
  multiresolution analysis","Numerical mathematics and advanced applications. Proceedings of
  ENUMATH 2001, the 4th European conference, Ischia, July 2001. (2003) 437--446",math.NA,"  In this paper, we present very first results for the adaptive solution on a
grid of the phase space of the Vlasov equation arising in particles accelarator
and plasma physics. The numerical algorithm is based on a semi-Lagrangian
method while adaptivity is obtained using multiresolution analysis.
",2007,arxiv
704.1597,Rafael A. Molina and Peter Schmitteckert,Numerical estimation of critical parameters using the Bond entropy,"Phys. Rev. B 75, 235104 (2007)",cond-mat.str-el cond-mat.mes-hall,"  Using a model of spinless fermions in a lattice with nearest neighbor and
next-nearest neighbor interaction we show that the entropy of the reduced two
site density matrix (the bond entropy) can be used as an extremely accurate and
easy to calculate numerical indicator for the critical parameters of the
quantum phase transition when the basic ordering pattern has a two-site
periodicity. The actual behavior of the bond entropy depends on the particular
characteristics of the transition under study. For the Kosterlitz-Thouless type
phase transition from a Luttinger liquid phase to a charge density wave state
the bond entropy has a local maximum while in the transition from the Luttinger
liquid to the phase separated state the derivative of the bond entropy has a
divergence due to the cancelation of the third eigenvalue of the two-site
reduced density matrix.
",2009,arxiv
704.1598,"Zach Medin, Dong Lai (Cornell), Alexander Y. Potekhin (Ioffe Inst.,
  St. Petersburg)","Radiative transitions of the helium atom in highly magnetized neutron
  star atmospheres",Mon.Not.Roy.Astron.Soc. 383 (2008) 161-172,astro-ph,"  Recent observations of thermally emitting isolated neutron stars revealed
spectral features that could be interpreted as radiative transitions of He in a
magnetized neutron star atmosphere. We present Hartree-Fock calculations of the
polarization-dependent photoionization cross sections of the He atom in strong
magnetic fields ranging from 10^12 G to 10^14 G. Convenient fitting formulae
for the cross sections are given as well as related oscillator strengths for
various bound-bound transitions. The effects of finite nucleus mass on the
radiative absorption cross sections are examined using perturbation theory.
",2011,arxiv
704.1602,"Metin Orbay, Orhan Karamustafaoglu and Feda Oner (Amasya University,
  Education Faculty, Amasya-Turkey)","What does Hirsch index evolution explain us? A case study: Turkish
  Journal of Chemistry","BIBLIOS, Vol, 27, No. 8, pp. 1-5, 2007",physics.ed-ph physics.soc-ph,"  The evolution of Turkish Journal of Chemistry (Turk J. Chem) Hirsch index
(h-index) over the period 1995-2005 is studied and determined in the case of
the self and without self-citations. It is seen that the effect of Hirsch index
of Turk J. Chem has a highly positive trend during the last five years. It
proves that Turk J. Chem is improving itself both in quantity and quality since
h-index reflects peer review, and peer review reflects research quality of a
journal.
",2007,arxiv
704.1603,"M. Axelsson, O. Engdeg{\aa}rd, F. Ryde, S. Larsson, M. Pearce, L.
  Hjalmarsdotter, M. Kiss, C. Marini Bettolo, M. Arimoto, C-I. Bj\""ornsson, P.
  Carlson, Y. Fukazawa, T. Kamae, Y. Kanai, J. Kataoka, N. Kawai, W. Klamra, G.
  Madejski, T. Mizuno, J. Ng, H. Tajima, T. Takahashi, T. Tanaka, M. Ueno, G.
  Varner, K. Yamamoto","Measuring energy dependent polarization in soft gamma-rays using Compton
  scattering in PoGOLite","Astropart.Phys.28:327-337,2007",astro-ph,"  Linear polarization in X- and gamma-rays is an important diagnostic of many
astrophysical sources, foremost giving information about their geometry,
magnetic fields, and radiation mechanisms. However, very few X-ray polarization
measurements have been made, and then only mono-energetic detections, whilst
several objects are assumed to have energy dependent polarization signatures.
In this paper we investigate whether detection of energy dependent polarization
from cosmic sources is possible using the Compton technique, in particular with
the proposed PoGOLite balloon-experiment, in the 25-100 keV range. We use
Geant4 simulations of a PoGOLite model and input photon spectra based on Cygnus
X-1 and accreting magnetic pulsars (100 mCrab). Effective observing times of 6
and 35 hours were simulated, corresponding to a standard and a long duration
flight respectively. Both smooth and sharp energy variations of the
polarization are investigated and compared to constant polarization signals
using chi-square statistics. We can reject constant polarization, with energy,
for the Cygnus X-1 spectrum (in the hard state), if the reflected component is
assumed to be completely polarized, whereas the distinction cannot be made for
weaker polarization. For the accreting pulsar, constant polarization can be
rejected in the case of polarization in a narrow energy band with at least 50%
polarization, and similarly for a negative step distribution from 30% to 0%
polarization.
",2009,arxiv
704.1604,Sophia K. Domokos and Jeffrey A. Harvey,"Baryon Number-Induced Chern-Simons Couplings of Vector and Axial-Vector
  Mesons in Holographic QCD","Phys.Rev.Lett.99:141602,2007",hep-ph hep-th,"  We show that holographic models of QCD predict the presence of a Chern-Simons
coupling between vector and axial-vector mesons at finite baryon density. In
the AdS/CFT dictionary, the coefficient of this coupling is proportional to the
baryon number density, and is fixed uniquely in the five-dimensional
holographic dual by anomalies in the flavor currents. For the lightest mesons,
the coupling mixes transverse $\rho$ and $a_1$ polarization states. At
sufficiently large baryon number densities, it produces an instability, which
causes the $\rho$ and $a_1$ mesons to condense in a state breaking both
rotational and translational invariance.
",2008,arxiv
704.1606,"T.S. Metcalfe, W.A. Dziembowski, P.G. Judge, M. Snow",Asteroseismic Signatures of Stellar Magnetic Activity Cycles,"Mon.Not.Roy.Astron.Soc.Lett.379:L16-L20,2007",astro-ph,"  Observations of stellar activity cycles provide an opportunity to study
magnetic dynamos under many different physical conditions. Space-based
asteroseismology missions will soon yield useful constraints on the interior
conditions that nurture such magnetic cycles, and will be sensitive enough to
detect shifts in the oscillation frequencies due to the magnetic variations. We
derive a method for predicting these shifts from changes in the Mg II activity
index by scaling from solar data. We demonstrate this technique on the
solar-type subgiant beta Hyi, using archival International Ultraviolet Explorer
spectra and two epochs of ground-based asteroseismic observations. We find
qualitative evidence of the expected frequency shifts and predict the optimal
timing for future asteroseismic observations of this star.
",2009,arxiv
704.1607,"Jani Lukkarinen, Herbert Spohn",Anomalous energy transport in the FPU-beta chain,Comm. Pure Appl. Math. 61 (2008) 1753-1786,math-ph math.MP,"  We consider the energy current correlation function for the FPU-beta lattice.
For small non-linearity one can rely on kinetic theory. The issue reduces then
to a spectral analysis of the linearized collision operator. We prove thereby
that, on the basis of kinetic theory, the energy current correlations decay in
time as t^(-3/5). It follows that the thermal conductivity is anomalous,
increasing as N^(2/5) with the system size N.
",2008,arxiv
704.1608,"K. Golec-Biernat, A. Luszczak",Diffractive parton distributions from the analysis with higher twist,"Phys.Rev.D76:114014,2007",hep-ph,"  Diffractive parton distributions of the proton are determined from fits to
diffractive data from HERA. In addition to the twist--2 contribution, the
twist--4 contribution from longitudinally polarised virtual photons is
considered, which is important in the region of small diffractive masses. A new
prediction for the longitudinal diffractive structure function is presented
which differs significantly from that obtained in the pure twist--2 analyses.
",2010,arxiv
704.1609,"K.L. Page (1), R. Willingale (1), J.P. Osborne (1), B. Zhang (2), O.
  Godet (1), F.E. Marshall (3), A. Melandri (4), J.P. Norris (5,6), P.T.
  O'Brien (1), V. Pal'shin (7), E. Rol (1), P. Romano (8,9), R.L.C. Starling
  (1), P. Schady (10), S.A. Yost (11), S.D. Barthelmy (3), A.P. Beardmore (1),
  G. Cusumano (12), D.N. Burrows (13), M. De Pasquale (10), M. Ehle (14), P.A.
  Evans (1), N. Gehrels (3), M.R. Goad (1), S. Golenetskii (7), C. Guidorzi
  (8,9), C. Mundell (4), M.J. Page (10), G. Ricker (15), T. Sakamoto (3), B.E.
  Schaefer (16), M. Stamatikos (3), E. Troja (1,1), M.Ulanov (7), F. Yuan (11)
  and H. Ziaeepour (9) ((1) University of Leicester, (2) University of Nevada,
  (3) NASA/GSFC, (4) Liverpool John Moores University, (5) University of
  Denver, (6) Stanford University, (7) Ioffe Physico-Technical Institute, (8)
  Osservatorio Astronomico di Brera, (9) Universita' di Milano-Bicocca, (10)
  MSSL, (11) University of Michigan, (12) INAF-IASF, Sezione di Palermo, (13)
  Pennsylvania State University, (14) XMM-Newton Science Operations Centre,
  (15) MIT, (16) Louisiana State University)","GRB 061121: Broadband spectral evolution through the prompt and
  afterglow phases of a bright burst","Astrophys.J.663:1125-1138,2007",astro-ph,"  Swift triggered on a precursor to the main burst of GRB 061121 (z=1.314),
allowing observations to be made from the optical to gamma-ray bands. Many
other telescopes, including Konus-Wind, XMM-Newton, ROTSE and the Faulkes
Telescope North, also observed the burst. The gamma-ray, X-ray and UV/optical
emission all showed a peak ~75s after the trigger, although the optical and
X-ray afterglow components also appear early on - before, or during, the main
peak. Spectral evolution was seen throughout the burst, with the prompt
emission showing a clear positive correlation between brightness and hardness.
The Spectral Energy Distribution (SED) of the prompt emission, stretching from
1eV up to 1MeV, is very flat, with a peak in the flux density at ~1keV. The
optical-to-X-ray spectra at this time are better fitted by a broken, rather
than single, power-law, similar to previous results for X-ray flares. The SED
shows spectral hardening as the afterglow evolves with time. This behaviour
might be a symptom of self-Comptonisation, although circumstellar densities
similar to those found in the cores of molecular clouds would be required. The
afterglow also decays too slowly to be accounted for by the standard models.
Although the precursor and main emission show different spectral lags, both are
consistent with the lag-luminosity correlation for long bursts. GRB 061121 is
the instantaneously brightest long burst yet detected by Swift. Using a
combination of Swift and Konus-Wind data, we estimate an isotropic energy of
2.8x10^53 erg over 1keV - 10MeV in the GRB rest frame. A probable jet break is
detected at ~2x10^5s, leading to an estimate of ~10^51 erg for the
beaming-corrected gamma-ray energy.
",2016,arxiv
704.1612,Daniele Spiga (INAF/Osservatorio Astronomico di Brera),"Analytical evaluation of the X-ray scattering contribution to imaging
  degradation in grazing-incidence X-ray telescopes","A&A, Vol. 468, issue 2 pp. 775-784 (2007)",astro-ph,"  The focusing performance of X-ray optics (conveniently expressed in terms of
HEW, Half Energy Width) strongly depend on both mirrors deformations and photon
scattering caused by the microroughness of reflecting surfaces. In particular,
the contribution of X-ray Scattering (XRS) to the HEW of the optic is usually
an increasing function H(E) of the photon energy E. Therefore, in future hard
X-ray imaging telescopes of the future (SIMBOL-X, NeXT, Constellation-X, XEUS),
the X-ray scattering could be the dominant problem since they will operate also
in the hard X-ray band (i.e. beyond 10 keV). [...]
  Several methods were proposed in the past years to estimate the scattering
contribution to the HEW, dealing with the surface microroughness expressed in
terms of its Power Spectral Density (PSD), on the basis of the well-established
theory of X-ray scattering from rough surfaces. We faced that problem on the
basis on the same theory, but we tried a new approach: the direct, analytical
translation of a given surface roughness PSD into a H(E) trend, and - vice
versa - the direct translation of a H(E) requirement into a surface PSD. This
PSD represents the maximum tolerable microroughness level in order to meet the
H(E) requirement in the energy band of a given X-ray telescope.
  We have thereby found a new, analytical and widely applicable formalism to
compute the XRS contribution to the HEW from the surface PSD, provided that the
PSD had been measured in a wide range of spatial frequencies. The inverse
problem was also solved, allowing the immediate evaluation of the mirror
surface PSD from a measured function H(E). The same formalism allows
establishing the maximum allowed PSD of the mirror in order to fulfill a given
H(E) requirement. [...]
",2007,arxiv
